record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,registro_de_uso_timestamp,wearlog_type_v2,wearlog_event_v2,wearlog_off_v2,reason_v2,wearlog_on_v2,wearlog_bed_v2,radius_v2,wearlog_bag_v2,wearlog_place_v2,wearlog_motion_v2,wearlog_past_v2,wearlog_bp_v2,wearlog_past_off_v2,wearlog_past_on_v2,wearlog_past_sleep_v2,radius_past_time_v2,radius_past_v2,radius_past_back_v2,wearlog_past_bag_v2,wearlog_past_location_v2,wearlog_past_motion_v2,uuid_v2,startdate_v2,enddate_v2,scheduledate_v2,status_v2,supplementaldata_v2,serializedresult_v2,registro_de_uso_complete
FUSPCEU_S015,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSPCEU_S015,registro_de_uso,1,,,,,0,5,,,,,,,,,,,,,,,,,,,,C9F68F10-AB35-11EF-99B1-57A6BF7C5753,"2024-11-25 15:01:38","2024-11-25 15:01:55",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-25 15:01:55"",    ""utcTime"": ""2024-11-25 14:01:38.177458Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.4"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""10""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,2,,,,,1,,,,,,,,,,0,1,"2024-11-25 17:03",,,,,,1,,0,E89C87B0-AB5F-11EF-AEF0-0341AEC195A8,"2024-11-25 20:03:08","2024-11-25 20:03:50",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-25 20:03:50"",    ""utcTime"": ""2024-11-25 19:03:08.459154Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,3,,,,,0,0,"2024-11-25 20:03",2,,,,1,,0,,,,,,,,,,,,4E377750-AB61-11EF-AE2A-4F31246BF00F,"2024-11-25 20:13:08","2024-11-25 20:13:47",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-25 20:13:48"",    ""utcTime"": ""2024-11-25 19:13:08.420942Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,4,,,,,0,2,,,,"2024-11-25 22:57",,,,,,,,,,,,,,,,3A7EABE0-AB78-11EF-BB98-3FDD8E1E8831,"2024-11-25 22:57:13","2024-11-25 22:57:57",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-25 22:57:57"",    ""utcTime"": ""2024-11-25 21:57:13.758796Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""15""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,5,,,,,0,1,,,"2024-11-26 06:40",,,,,,,,,,,,,,,,,0379B7B0-ABBA-11EF-912C-13235D60E9CD,"2024-11-26 06:48:08","2024-11-26 06:48:48",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-26 06:48:48"",    ""utcTime"": ""2024-11-26 05:48:08.235827Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""15""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,6,,,,,1,,,,,,,,,,0,1,"2024-11-26 18:02",,,,,,1,,0,5B1DCF70-AC31-11EF-929E-C57020EF5675,"2024-11-26 21:02:25","2024-11-26 21:02:52",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-26 21:02:52"",    ""utcTime"": ""2024-11-26 20:02:25.383006Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,7,,,,,1,,,,,,,,,,0,1,"2024-11-26 17:45",,,,,,1,,0,B118CFC0-ADD4-11EF-B722-1F9B37A3B5BF,"2024-11-28 23:04:08","2024-11-28 23:05:18",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-28 23:05:18"",    ""utcTime"": ""2024-11-28 22:04:08.764501Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,8,,,,,1,,,,,,,,,,2,1,,,"2024-11-26 23:00",,,,,,,DEEB76A0-ADD4-11EF-B722-1F9B37A3B5BF,"2024-11-28 23:05:25","2024-11-28 23:06:01",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-28 23:06:01"",    ""utcTime"": ""2024-11-28 22:05:25.642523Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""20""  }",result.zip,0
FUSPCEU_S015,registro_de_uso,9,,,,,1,,,,,,,,,,0,1,"2024-11-27 18:00",,,,,,1,,0,F50F5730-ADD4-11EF-B722-1F9B37A3B5BF,"2024-11-28 23:06:02","2024-11-28 23:06:38",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""12"",    ""syncdate"": ""2024-11-28 23:06:39"",    ""utcTime"": ""2024-11-28 22:06:02.787299Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CET"",    ""appversion"": ""2.1.5"",    ""configversion"": ""3"",    ""devicemodel"": ""M2102J20SG"",    ""percentComplete"": ""29""  }",result.zip,0
