record_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_survey_identifier,form_1_timestamp,form_1_complete,registro_de_uso_timestamp,wearlog_type_v2,wearlog_event_v2,wearlog_off_v2,reason_v2,wearlog_on_v2,wearlog_bed_v2,radius_v2,wearlog_bag_v2,wearlog_place_v2,wearlog_motion_v2,wearlog_past_v2,wearlog_bp_v2,wearlog_past_off_v2,wearlog_past_on_v2,wearlog_past_sleep_v2,radius_past_time_v2,radius_past_v2,radius_past_back_v2,wearlog_past_bag_v2,wearlog_past_location_v2,wearlog_past_motion_v2,uuid_v2,startdate_v2,enddate_v2,scheduledate_v2,status_v2,supplementaldata_v2,serializedresult_v2,registro_de_uso_complete
FUSPCEU_S003,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUSPCEU_S003,registro_de_uso,1,,,,,0,5,,,,,,,,,,,,,,,,,,,,54DEC830-84B8-11EF-9A90-5D1320D2B55C,"2024-10-07 16:27:50","2024-10-07 16:28:06",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-07 16:28:06"",    ""utcTime"": ""2024-10-07 14:27:50.451354Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""10""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,2,,,,,0,0,"2024-10-07 21:02",2,,,,1,,1,,,,,,,,,,,,B8214910-84DE-11EF-A312-E94158E61F13,"2024-10-07 21:02:37","2024-10-07 21:03:09",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-07 21:03:09"",    ""utcTime"": ""2024-10-07 19:02:37.857607Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,3,,,,,0,1,,,"2024-10-07 21:20",,,,,,,,,,,,,,,,,245E69D0-84E1-11EF-8F19-D3EA2DD1BB70,"2024-10-07 21:19:58","2024-10-07 21:20:14",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-07 21:20:15"",    ""utcTime"": ""2024-10-07 19:19:58.445442Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""15""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,4,,,,,0,2,,,,"2024-10-07 22:41",,,,,,,,,,,,,,,,90CFA3D0-84EC-11EF-98C0-E332ADA9D458,"2024-10-07 22:41:44","2024-10-07 22:42:02",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-08 07:25:07.020142"",    ""utcTime"": ""2024-10-07 20:41:44.845411Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""15""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,5,,,,,0,0,"2024-10-08 17:59",2,,,,1,,1,,,,,,,,,,,,398D5A70-858E-11EF-9E31-39CB42C1A086,"2024-10-08 17:58:56","2024-10-08 17:59:24",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-08 17:59:24"",    ""utcTime"": ""2024-10-08 15:58:56.919535Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,6,,,,,0,2,,,,"2024-10-08 21:38",,,,,,,,,,,,,,,,D21AB710-85AC-11EF-9E9A-8B9CCEB7BC2D,"2024-10-08 21:37:57","2024-10-08 21:38:20",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-08 21:38:20"",    ""utcTime"": ""2024-10-08 19:37:57.761404Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""15""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,7,,,,,0,1,,,"2024-10-09 07:08",,,,,,,,,,,,,,,,,F65DCD10-85FC-11EF-8AB2-B3702EB362A1,"2024-10-09 07:11:38","2024-10-09 07:11:55",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-09 10:51:17.577469"",    ""utcTime"": ""2024-10-09 05:11:38.337467Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""15""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,8,,,,,0,0,"2024-10-09 10:51",2,,,,1,,0,,,,,,,,,,,,A82523E0-861B-11EF-BC79-D52D17EFDFC9,"2024-10-09 10:51:21","2024-10-09 10:51:47",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-09 10:51:47"",    ""utcTime"": ""2024-10-09 08:51:21.502833Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""29""  }",result.zip,0
FUSPCEU_S003,registro_de_uso,9,,,,,0,1,,,"2024-10-09 11:36",,,,,,,,,,,,,,,,,EA50C7A0-8621-11EF-BC79-D52D17EFDFC9,"2024-10-09 11:36:09","2024-10-09 11:36:21",,1,"{    ""devicemanufacturer"": ""Xiaomi"",    ""deviceuuid"": ""TKQ1.221114.001"",    ""deviceplatform"": ""Android"",    ""deviceversion"": ""13"",    ""syncdate"": ""2024-10-09 11:36:21"",    ""utcTime"": ""2024-10-09 09:36:09.498698Z"",    ""projectLanguageSelected"": ""en-US"",    ""timezone"": ""CEST"",    ""appversion"": ""2.1.1"",    ""configversion"": ""3"",    ""devicemodel"": ""2201117TY"",    ""percentComplete"": ""15""  }",result.zip,0
